"Catégorie","Produit","Lieu ","Prix moyen","Disponibilité","Evolution du prix","Zone de disponibilité","Date"
,"{""richText"":[{""font"":{""name"":""Calibri, Arial"",""color"":{""theme"":1},""size"":11},""text"":""RIZ LOCAL ""},{""font"":{""name"":""Calibri"",""italic"":true,""color"":{""theme"":1},""size"":11},""text"":""(BRISURES)""}]}","KORHOGO",300,"Moyenne","Baisse","nord-ouest-centre-","2022-07-24"
,"GOMBO Dioula","KORHOGO",200,"Moyenne","baisse","Divo","2022-07-24"
,"GOMBO Baoulé","KORHOGO",300,"Moyenne","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, etc","2022-07-24"
,"PIMENT","KORHOGO",400,"Moyenne","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, etc","2022-07-24"
,"AUBERGINE VIOLETTE","KORHOGO",300,"Moyenne","stable","Toumodi, yamoussoukro,  BF etc","2022-07-24"
,"AUBERGINE N'DROWA","KORHOGO",500,"En hausse","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, BF etc","2022-07-24"
,"OIGNON BLANC","KORHOGO",600,"Bonne","stable","HOLLANDE-ABIDJAN","2022-07-24"
,"OIGNON VIOLET - NIGER-BF","KORHOGO",700,"Moyenne","hausse","NIGER-BF-ABIDJAN","2022-07-24"
,"CHOU","KORHOGO",600,"faible","stable",,"2022-07-24"
,"COURGETTE","KORHOGO",500,"Moyenne","stable",,"2022-07-24"
,"NAVET","KORHOGO",600,"Moyenne","stable",,"2022-07-24"
,"CONCOMBRE","KORHOGO",300,"Moyenne","stable",,"2022-07-24"
,"BANANE DOUCE","KORHOGO",500,"Bonne","baisse",,"2022-07-24"
,"ANANAS","KORHOGO",500,"Moyenne","stable","Sud","2022-07-24"
,"AVOCAT","KORHOGO",500,"Moyenne","baisse","centre - Yamoussoukro","2022-07-24"
,"MANGUE","KORHOGO",300,"Faible","hausse",,"2022-07-24"
,"CITRON","KORHOGO",400,"Bonne","baisse",,"2022-07-24"
,"PAPAYE","KORHOGO",600,"Bonne","baisse",,"2022-07-24"
"Produits hors saison","GINGEMBRE","ABIDJAN",650,"Moyenne","stable",,"2022-07-24"
"Produits hors saison","GRAINE DE PALME","ABIDJAN",200,"Bonne","stable","centre-sud-ouest","2022-07-24"
"Produits hors saison","CAROTTE","ABIDJAN",1800,"Moyenne","hausse","importé","2022-07-24"
"Produits hors saison","HARICOT VERT","ABIDJAN",1200,"Moyenne","hausse",,"2022-07-24"
"Produits hors saison","BANANE PLANTAIN","ABIDJAN",400,"faible","hausse","centre, ouest. Cette année la banane a bien reussi","2022-07-24"
"Produits hors saison","ORANGE","ABIDJAN",350,"rare","hausse",,"2022-07-24"
"Produits hors saison","TOMATE TYPE SALADE","ABIDJAN",800,"En baisse","hausse","yakro-bouaké-toumodi","2022-07-24"
"Produits hors saison","POIVRON","ABIDJAN",1000,"Moyenne","stable","Cote d'Ivoire/Faso","2022-07-24"
"Produits hors saison","GINGEMBRE","SAN-PÉDRO",350,"Moyenne","stable",,"2022-07-24"
"Produits hors saison","GRAINE DE PALME","SAN-PÉDRO",200,"Bonne","stable","centre-sud-ouest","2022-07-24"
"Produits hors saison","CAROTTE","SAN-PÉDRO",2000,"Moyenne","hausse","importé","2022-07-24"
"Produits hors saison","HARICOT VERT","SAN-PÉDRO",1300,"Moyenne","hausse",,"2022-07-24"
"Produits hors saison","BANANE PLANTAIN","SAN-PÉDRO",300,"faible","hausse","centre, ouest. Cette année la banane a bien reussi","2022-07-24"
"Produits hors saison","ORANGE","SAN-PÉDRO",400,"rare","hausse",,"2022-07-24"
"Produits hors saison","TOMATE TYPE SALADE","SAN-PÉDRO",700,"En baisse","hausse","yakro-bouaké-toumodi","2022-07-24"
"Produits hors saison","POIVRON","SAN-PÉDRO",1500,"Moyenne","stable","Cote d'Ivoire/Faso","2022-07-24"
"Produits hors saison","GINGEMBRE","BOUAKÉ",350,"Moyenne","stable",,"2022-07-24"
"Produits hors saison","GRAINE DE PALME","BOUAKÉ",200,"Bonne","stable","centre-sud-ouest","2022-07-24"
"Produits hors saison","CAROTTE","BOUAKÉ",1300,"Moyenne","hausse","importé","2022-07-24"
"Produits hors saison","HARICOT VERT","BOUAKÉ",600,"Moyenne","hausse",,"2022-07-24"
"Produits hors saison","BANANE PLANTAIN","BOUAKÉ",500,"faible","hausse","centre, ouest. Cette année la banane a bien reussi","2022-07-24"
"Produits hors saison","ORANGE","BOUAKÉ",250,"rare","hausse",,"2022-07-24"
"Produits hors saison","TOMATE TYPE SALADE","BOUAKÉ",600,"En baisse","hausse","yakro-bouaké-toumodi","2022-07-24"
"Produits hors saison","POIVRON","BOUAKÉ",600,"Moyenne","stable","Cote d'Ivoire/Faso","2022-07-24"
"Produits hors saison","GINGEMBRE","YAKRO",500,"Moyenne","stable",,"2022-07-24"
"Produits hors saison","GRAINE DE PALME","YAKRO",200,"Bonne","stable","centre-sud-ouest","2022-07-24"
"Produits hors saison","CAROTTE","YAKRO",1500,"Moyenne","hausse","importé","2022-07-24"
"Produits hors saison","HARICOT VERT","YAKRO",1000,"Moyenne","hausse",,"2022-07-24"
"Produits hors saison","BANANE PLANTAIN","YAKRO",300,"faible","hausse","centre, ouest. Cette année la banane a bien reussi","2022-07-24"
"Produits hors saison","ORANGE","YAKRO",125,"rare","hausse",,"2022-07-24"
"Produits hors saison","TOMATE TYPE SALADE","YAKRO",600,"En baisse","hausse","yakro-bouaké-toumodi","2022-07-24"
"Produits hors saison","POIVRON","YAKRO",1500,"Moyenne","stable","Cote d'Ivoire/Faso","2022-07-24"
"Produits hors saison","GINGEMBRE","MAN",300,"Moyenne","stable",,"2022-07-24"
"Produits hors saison","GRAINE DE PALME","MAN",125,"Bonne","stable","centre-sud-ouest","2022-07-24"
"Produits hors saison","CAROTTE","MAN",2500,"Moyenne","hausse","importé","2022-07-24"
"Produits hors saison","HARICOT VERT","MAN",800,"Moyenne","hausse",,"2022-07-24"
"Produits hors saison","BANANE PLANTAIN","MAN",200,"faible","hausse","centre, ouest. Cette année la banane a bien reussi","2022-07-24"
"Produits hors saison","ORANGE","MAN",200,"rare","hausse",,"2022-07-24"
"Produits hors saison","TOMATE TYPE SALADE","MAN",800,"En baisse","hausse","yakro-bouaké-toumodi","2022-07-24"
"Produits hors saison","POIVRON","MAN",2500,"Moyenne","stable","Cote d'Ivoire/Faso","2022-07-24"
"Produits hors saison","GINGEMBRE","KORHOGO",500,"Moyenne","stable",,"2022-07-24"
"Produits hors saison","GRAINE DE PALME","KORHOGO",250,"Bonne","stable","centre-sud-ouest","2022-07-24"
"Produits hors saison","CAROTTE","KORHOGO",1800,"Moyenne","hausse","importé","2022-07-24"
"Produits hors saison","HARICOT VERT","KORHOGO",900,"Moyenne","hausse",,"2022-07-24"
"Produits hors saison","BANANE PLANTAIN","KORHOGO",500,"faible","hausse","centre, ouest. Cette année la banane a bien reussi","2022-07-24"
"Produits hors saison","ORANGE","KORHOGO",400,"rare","hausse",,"2022-07-24"
"Produits hors saison","TOMATE TYPE SALADE","KORHOGO",800,"En baisse","hausse","yakro-bouaké-toumodi","2022-07-24"
"Produits hors saison","POIVRON","KORHOGO",1000,"Moyenne","stable","Cote d'Ivoire/Faso","2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF SANS OS LOCAL","ABIDJAN",3000,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF AVEC OS LOCAL","ABIDJAN",2500,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE MOUTON LOCAL","ABIDJAN",3700,,,,"2022-07-24"
"BOUCHERIE","POULET DE CHAIR LOCAL","ABIDJAN",2200,,,,"2022-07-24"
"BOUCHERIE","ROGNON DE BŒUFS IMPORTE","ABIDJAN",1200,,,,"2022-07-24"
"BOUCHERIE","PATE DE BŒUF IMPORTE","ABIDJAN",1000,,,,"2022-07-24"
"BOUCHERIE","FOI DE BŒUFS IMPORTE","ABIDJAN",1400,,,,"2022-07-24"
"BOUCHERIE","TRIPLE IMPORTE","ABIDJAN",1500,,,,"2022-07-24"
"BOUCHERIE","LEVRE DE BŒUF IMPORTE","ABIDJAN",1500,,,,"2022-07-24"
"BOUCHERIE","GESIER DE POULETS IMPORTES","ABIDJAN",2500,,,,"2022-07-24"
"BOUCHERIE","AILERONS DE DINDES IMPORTES","ABIDJAN",2500,,,,"2022-07-24"
"BOUCHERIE","CROUPILLON DE DINDES IMPOTES","ABIDJAN",2000,,,,"2022-07-24"
"BOUCHERIE","CUISSES DE POULETS IMPOTEES","ABIDJAN",2000,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF SANS OS LOCAL","SAN-PÉDRO",2500,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF AVEC OS LOCAL","SAN-PÉDRO",2200,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE MOUTON LOCAL","SAN-PÉDRO",4000,,,,"2022-07-24"
"BOUCHERIE","POULET DE CHAIR LOCAL","SAN-PÉDRO",2500,,,,"2022-07-24"
"BOUCHERIE","ROGNON DE BŒUFS IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","PATE DE BŒUF IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","FOI DE BŒUFS IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","TRIPLE IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","LEVRE DE BŒUF IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","GESIER DE POULETS IMPORTES","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","AILERONS DE DINDES IMPORTES","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","CROUPILLON DE DINDES IMPOTES","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","CUISSES DE POULETS IMPOTEES","SAN-PÉDRO",,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF SANS OS LOCAL","BOUAKÉ",2200,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF AVEC OS LOCAL","BOUAKÉ",2000,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE MOUTON LOCAL","BOUAKÉ",3000,,,,"2022-07-24"
"BOUCHERIE","POULET DE CHAIR LOCAL","BOUAKÉ",2000,,,,"2022-07-24"
"BOUCHERIE","ROGNON DE BŒUFS IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","PATE DE BŒUF IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","FOI DE BŒUFS IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","TRIPLE IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","LEVRE DE BŒUF IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","GESIER DE POULETS IMPORTES","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","AILERONS DE DINDES IMPORTES","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","CROUPILLON DE DINDES IMPOTES","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","CUISSES DE POULETS IMPOTEES","BOUAKÉ",,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF SANS OS LOCAL","YAKRO",2200,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF AVEC OS LOCAL","YAKRO",2000,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE MOUTON LOCAL","YAKRO",3500,,,,"2022-07-24"
"BOUCHERIE","POULET DE CHAIR LOCAL","YAKRO",2500,,,,"2022-07-24"
"BOUCHERIE","ROGNON DE BŒUFS IMPORTE","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","PATE DE BŒUF IMPORTE","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","FOI DE BŒUFS IMPORTE","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","TRIPLE IMPORTE","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","LEVRE DE BŒUF IMPORTE","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","GESIER DE POULETS IMPORTES","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","AILERONS DE DINDES IMPORTES","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","CROUPILLON DE DINDES IMPOTES","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","CUISSES DE POULETS IMPOTEES","YAKRO",,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF SANS OS LOCAL","MAN",2500,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF AVEC OS LOCAL","MAN",2200,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE MOUTON LOCAL","MAN",4000,,,,"2022-07-24"
"BOUCHERIE","POULET DE CHAIR LOCAL","MAN",2500,,,,"2022-07-24"
"BOUCHERIE","ROGNON DE BŒUFS IMPORTE","MAN",,,,,"2022-07-24"
"BOUCHERIE","PATE DE BŒUF IMPORTE","MAN",,,,,"2022-07-24"
"BOUCHERIE","FOI DE BŒUFS IMPORTE","MAN",,,,,"2022-07-24"
"BOUCHERIE","TRIPLE IMPORTE","MAN",,,,,"2022-07-24"
"BOUCHERIE","LEVRE DE BŒUF IMPORTE","MAN",,,,,"2022-07-24"
"BOUCHERIE","GESIER DE POULETS IMPORTES","MAN",,,,,"2022-07-24"
"BOUCHERIE","AILERONS DE DINDES IMPORTES","MAN",,,,,"2022-07-24"
"BOUCHERIE","CROUPILLON DE DINDES IMPOTES","MAN",,,,,"2022-07-24"
"BOUCHERIE","CUISSES DE POULETS IMPOTEES","MAN",,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF SANS OS LOCAL","KORHOGO",2200,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE BŒUF AVEC OS LOCAL","KORHOGO",1600,,,,"2022-07-24"
"BOUCHERIE","VIANDE DE MOUTON LOCAL","KORHOGO",3000,,,,"2022-07-24"
"BOUCHERIE","POULET DE CHAIR LOCAL","KORHOGO",2000,,,,"2022-07-24"
"BOUCHERIE","ROGNON DE BŒUFS IMPORTE","KORHOGO",,,,,"2022-07-24"
"BOUCHERIE","PATE DE BŒUF IMPORTE","KORHOGO",,,,,"2022-07-24"
"BOUCHERIE","FOI DE BŒUFS IMPORTE","KORHOGO",,,,,"2022-07-24"
"BOUCHERIE","TRIPLE IMPORTE","KORHOGO",,,,,"2022-07-24"
"BOUCHERIE","LEVRE DE BŒUF IMPORTE","KORHOGO",,,,,"2022-07-24"
"BOUCHERIE","GESIER DE POULETS IMPORTES","KORHOGO",,,,,"2022-07-24"
"BOUCHERIE","AILERONS DE DINDES IMPORTES","KORHOGO",,,,,"2022-07-24"
"BOUCHERIE","CROUPILLON DE DINDES IMPOTES","KORHOGO",,,,,"2022-07-24"
"BOUCHERIE","CUISSES DE POULETS IMPOTEES","KORHOGO",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'AQUACULTURE","ABIDJAN",2500,,,,"2022-07-24"
"POISSONNERIE","DORADE LOCALE","ABIDJAN",2500,,,,"2022-07-24"
"POISSONNERIE","SOSSO LOCAL","ABIDJAN",3000,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'EAU DOUCE LOCALE","ABIDJAN",3000,,,,"2022-07-24"
"POISSONNERIE","CARPE ROUGE LOCALE","ABIDJAN",3000,,,,"2022-07-24"
"POISSONNERIE","BROCHET LOCAL","ABIDJAN",2600,,,,"2022-07-24"
"POISSONNERIE","CREVETTE LOCALE","ABIDJAN",4000,,,,"2022-07-24"
"POISSONNERIE","MAQUERO IMPORTE","ABIDJAN",1200,,,,"2022-07-24"
"POISSONNERIE","MACHOIRON IMPORTE","ABIDJAN",1300,,,,"2022-07-24"
"POISSONNERIE","APOLLO/CHIENTCHAT","ABIDJAN",1500,,,,"2022-07-24"
"POISSONNERIE","CAPITAINE IMPORTE","ABIDJAN",2500,,,,"2022-07-24"
"POISSONNERIE","THON BLANC NON SALE IMPORTE","ABIDJAN",1600,,,,"2022-07-24"
"POISSONNERIE","DORADE IMPORTE","ABIDJAN",1800,,,,"2022-07-24"
"POISSONNERIE","SOSSO IMPORTE","ABIDJAN",2500,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE IMPORTEE","ABIDJAN",2000,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'AQUACULTURE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","DORADE LOCALE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","SOSSO LOCAL","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'EAU DOUCE LOCALE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","CARPE ROUGE LOCALE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","BROCHET LOCAL","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","CREVETTE LOCALE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","MAQUERO IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","MACHOIRON IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","APOLLO/CHIENTCHAT","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","CAPITAINE IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","THON BLANC NON SALE IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","DORADE IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","SOSSO IMPORTE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE IMPORTEE","SAN-PÉDRO",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'AQUACULTURE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","DORADE LOCALE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","SOSSO LOCAL","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'EAU DOUCE LOCALE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","CARPE ROUGE LOCALE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","BROCHET LOCAL","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","CREVETTE LOCALE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","MAQUERO IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","MACHOIRON IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","APOLLO/CHIENTCHAT","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","CAPITAINE IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","THON BLANC NON SALE IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","DORADE IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","SOSSO IMPORTE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE IMPORTEE","BOUAKÉ",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'AQUACULTURE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","DORADE LOCALE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","SOSSO LOCAL","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'EAU DOUCE LOCALE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","CARPE ROUGE LOCALE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","BROCHET LOCAL","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","CREVETTE LOCALE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","MAQUERO IMPORTE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","MACHOIRON IMPORTE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","APOLLO/CHIENTCHAT","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","CAPITAINE IMPORTE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","THON BLANC NON SALE IMPORTE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","DORADE IMPORTE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","SOSSO IMPORTE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE IMPORTEE","YAKRO",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'AQUACULTURE","MAN",,,,,"2022-07-24"
"POISSONNERIE","DORADE LOCALE","MAN",,,,,"2022-07-24"
"POISSONNERIE","SOSSO LOCAL","MAN",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE D'EAU DOUCE LOCALE","MAN",,,,,"2022-07-24"
"POISSONNERIE","CARPE ROUGE LOCALE","MAN",,,,,"2022-07-24"
"POISSONNERIE","BROCHET LOCAL","MAN",,,,,"2022-07-24"
"POISSONNERIE","CREVETTE LOCALE","MAN",,,,,"2022-07-24"
"POISSONNERIE","MAQUERO IMPORTE","MAN",,,,,"2022-07-24"
"POISSONNERIE","MACHOIRON IMPORTE","MAN",,,,,"2022-07-24"
"POISSONNERIE","APOLLO/CHIENTCHAT","MAN",,,,,"2022-07-24"
"POISSONNERIE","CAPITAINE IMPORTE","MAN",,,,,"2022-07-24"
"POISSONNERIE","THON BLANC NON SALE IMPORTE","MAN",,,,,"2022-07-24"
"POISSONNERIE","DORADE IMPORTE","MAN",,,,,"2022-07-24"
"POISSONNERIE","SOSSO IMPORTE","MAN",,,,,"2022-07-24"
"POISSONNERIE","CARPE NOIRE IMPORTEE","MAN",,,,,"2022-07-24"
,"KPONAN","ABIDJAN",600,"En hausse","baisse",,"2022-07-31"
,"ASSAWA","ABIDJAN",,"Faible",,,"2022-07-31"
,"BÊTÊ BÊTÊ","ABIDJAN",600,"Faible","En hausse",,"2022-07-31"
,"KLÊGLÊ","ABIDJAN",650,"Faible","En hausse",,"2022-07-31"
,"MANIOC","ABIDJAN",250,"Moyenne","stable","Dans la moitié sud du pays","2022-07-31"
,"POMME DE TERRE","ABIDJAN",500,"Bonne","baisse","importé","2022-07-31"
,"PATATE DOUCE","ABIDJAN",400,"Moyenne","stable","Nord - Korhogo-ferke- Bodo","2022-07-31"
,"MIL","ABIDJAN",400,"Moyenne","stable","Nord - BF","2022-07-31"
,"ARACHIDE DECORTIQUÉE","ABIDJAN",800,"Moyenne","stable","Nord","2022-07-31"
,"HARICOT CEREALE BLANC","ABIDJAN",500,"Moyenne","stable",,"2022-07-31"
,"{""richText"":[{""font"":{""name"":""Calibri, Arial"",""color"":{""theme"":1},""size"":11},""text"":""RIZ LOCAL ""},{""font"":{""name"":""Calibri"",""italic"":true,""color"":{""theme"":1},""size"":11},""text"":""(LONGS GRAINS)""}]}","ABIDJAN",500,"Moyenne","baisse","nord-ouest-centre-","2022-07-31"
,"{""richText"":[{""font"":{""name"":""Calibri, Arial"",""color"":{""theme"":1},""size"":11},""text"":""RIZ LOCAL ""},{""font"":{""name"":""Calibri"",""italic"":true,""color"":{""theme"":1},""size"":11},""text"":""(BRISURES)""}]}","ABIDJAN",300,"Moyenne","Baisse","nord-ouest-centre-","2022-07-31"
,"GOMBO Dioula","ABIDJAN",250,"Moyenne","baisse","Divo","2022-07-31"
,"GOMBO Baoulé","ABIDJAN",250,"Moyenne","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, etc","2022-07-31"
,"PIMENT","ABIDJAN",700,"Moyenne","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, etc","2022-07-31"
,"AUBERGINE VIOLETTE","ABIDJAN",400,"Moyenne","stable","Toumodi, yamoussoukro,  BF etc","2022-07-31"
,"AUBERGINE N'DROWA","ABIDJAN",500,"En hausse","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, BF etc","2022-07-31"
,"OIGNON BLANC","ABIDJAN",600,"Bonne","stable","HOLLANDE-ABIDJAN","2022-07-31"
,"OIGNON VIOLET - NIGER-BF","ABIDJAN",700,"Moyenne","hausse","NIGER-BF-ABIDJAN","2022-07-31"
,"CHOU","ABIDJAN",500,"faible","stable",,"2022-07-31"
,"COURGETTE","ABIDJAN",500,"Moyenne","stable",,"2022-07-31"
,"NAVET","ABIDJAN",800,"Moyenne","stable",,"2022-07-31"
,"CONCOMBRE","ABIDJAN",400,"Moyenne","stable",,"2022-07-31"
,"BANANE DOUCE","ABIDJAN",380,"Bonne","baisse",,"2022-07-31"
,"ANANAS","ABIDJAN",500,"Moyenne","stable","Sud","2022-07-31"
,"AVOCAT","ABIDJAN",400,"Moyenne","baisse","centre - Yamoussoukro","2022-07-31"
,"MANGUE","ABIDJAN",,"Faible","hausse",,"2022-07-31"
,"CITRON","ABIDJAN",200,"Bonne","baisse",,"2022-07-31"
,"PAPAYE","ABIDJAN",400,"Bonne","baisse",,"2022-07-31"
,"KPONAN","SAN-PÉDRO",700,"En hausse","baisse",,"2022-07-31"
,"ASSAWA","SAN-PÉDRO",500,"Faible",,,"2022-07-31"
,"BÊTÊ BÊTÊ","SAN-PÉDRO",,"Faible","En hausse",,"2022-07-31"
,"KLÊGLÊ","SAN-PÉDRO",500,"Faible","En hausse",,"2022-07-31"
,"MANIOC","SAN-PÉDRO",200,"Moyenne","stable","Dans la moitié sud du pays","2022-07-31"
,"POMME DE TERRE","SAN-PÉDRO",600,"Bonne","baisse","importé","2022-07-31"
,"PATATE DOUCE","SAN-PÉDRO",300,"Moyenne","stable","Nord - Korhogo-ferke- Bodo","2022-07-31"
,"MIL","SAN-PÉDRO",350,"Moyenne","stable","Nord - BF","2022-07-31"
,"ARACHIDE DECORTIQUÉE","SAN-PÉDRO",600,"Moyenne","stable","Nord","2022-07-31"
,"HARICOT CEREALE BLANC","SAN-PÉDRO",400,"Moyenne","stable",,"2022-07-31"
,"{""richText"":[{""font"":{""name"":""Calibri, Arial"",""color"":{""theme"":1},""size"":11},""text"":""RIZ LOCAL ""},{""font"":{""name"":""Calibri"",""italic"":true,""color"":{""theme"":1},""size"":11},""text"":""(LONGS GRAINS)""}]}","SAN-PÉDRO",400,"Moyenne","baisse","nord-ouest-centre-","2022-07-31"
,"{""richText"":[{""font"":{""name"":""Calibri, Arial"",""color"":{""theme"":1},""size"":11},""text"":""RIZ LOCAL ""},{""font"":{""name"":""Calibri"",""italic"":true,""color"":{""theme"":1},""size"":11},""text"":""(BRISURES)""}]}","SAN-PÉDRO",400,"Moyenne","Baisse","nord-ouest-centre-","2022-07-31"
,"GOMBO Dioula","SAN-PÉDRO",500,"Moyenne","baisse","Divo","2022-07-31"
,"GOMBO Baoulé","SAN-PÉDRO",500,"Moyenne","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, etc","2022-07-31"
,"PIMENT","SAN-PÉDRO",700,"Moyenne","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, etc","2022-07-31"
,"AUBERGINE VIOLETTE","SAN-PÉDRO",300,"Moyenne","stable","Toumodi, yamoussoukro,  BF etc","2022-07-31"
,"AUBERGINE N'DROWA","SAN-PÉDRO",300,"En hausse","baisse","Toumodi, yamoussoukro, divo, bouaflé, Dimbokro, tiémélékro, BF etc","2022-07-31"
,"OIGNON BLANC","SAN-PÉDRO",600,"Bonne","stable","HOLLANDE-ABIDJAN","2022-07-31"
,"OIGNON VIOLET - NIGER-BF","SAN-PÉDRO",600,"Moyenne","hausse","NIGER-BF-ABIDJAN","2022-07-31"
